Label,Occupancy
36,Overflow Storage Tanks
31,Overland Trail Pump Station incl Site Improvements Fencing Lighting
32,OxAnox Building WWTP
31,Oxidation Ditch
31,Oxidation Ditches
31,Oxidation Structure includes underground concrete
8,PR Office Storage including Improvements
23,PAC Building
23,PacVan Modular Sales Center Unit
8,PacVan Storage Container at Admin Offices
10,Paint Brush Hills Monument Sign
10,Paint Brush Hills Monument Sign Flag PoleFlood Lights Irrigation Backflow
10,Paint Brush Park Baseball Field
10,Paint Brush Park Playground
10,Paint Brush Park Restrooms
10,Paint Brush Park Shelter
10,Paintbrush Park Scorers Building
10,Palmer Lake Branch
10,Palos Verdes Park Bridge
10,Palos Verdes ParkShelterPlay
23,Palos Verdes West
10,Par Club Housewillow creek
10,Parachute Library
39,Parasole Decorative Fence
10,Park
10,Park Burlington Pl and Andes Way
10,Park Halifax Way and th Dr
10,Park Picnic Shelter
10,Park Playground Equipment
10,Park Restroom
10,Park Restroom Orchard
10,Park Amenities
10,Park and Landscaping
10,Park and Recreation Amenities
10,Park Benches Table
10,Park Carport
10,Park EquipPicnic TableTrash Receptacle
10,Park Equipment
10,Park Equipment Landscaping
10,Park Grill
10,Park Grills
10,Park inc shade picnic shelters
10,Park incl basketball hoops and shade structure
10,Park incl play equipment
10,Park incl shade sails monument
10,Park incl shade structure
10,Park incl shade monument play equipment
10,Park Landscape
10,Park Lighting
10,Park Meadows Drive throughout District Bollards
10,Park Operation Facility
10,Park Pavilion Gazebo
10,Park Pavillion Restroom Bldg
10,Park Play area
32,Park Restrooms w EOne Sewage Grinder
10,Park Shade Structure
10,Park Shade Structure and Play Structure Swing Set and Spring Riders
10,Park Shelter
10,Park Shelter Tract F
10,Park Shelter with Picnic Tables
10,Park Tables Benches Trash cans
10,Park Tables Trash Cans Barbeque Grill at Dunes Park
10,Park Tollgate
10,Park Walls
10,Parker Library
10,Parker North Wellhouse
10,Parker Ridge Booster Station Booster Station
10,Parker Ridge Well Facility wTelemetry
11,Parking Directional
11,Parking EquipmentArms
11,Parking Garage
11,Parking Garage First Floor
11,Parking Garage including Elevators
11,Parking Lot Canopy Solar Array
11,Parking Lot Light
11,Parking Lot Light Fixtures
11,Parking Lot Lighting
11,Parking Lot Repaving Surface
11,Parking LotTrash EnclosurePoles Light Fixtures WMtn Alley
11,Parking Lots and Inlet Roads
11,Parking Structure
11,Parking Structure w water feature ug tank
10,Parks
19,Parks Department Maintenance Building Site Improvements include Fencing Lighting Fuel Tank Paving
11,Parks Department Maintenance Storage Covered Parking
10,Parks Irrigation Controllers
10,Parks Lean to Stor
6,Parks Shop
10,Parkview Park
23,Parlin Television Translator Building and Digital Equipment
6,Parts Supplies Storage
10,Pathfinder Park Pavilion
23,Patio Furniture
23,Paved Alleyway Filing No Block C
23,Paved Stone Round About
39,Paver Materials to include concrete base course precast paver trays and stone planters
10,Pavilion
10,Pavilion ft x ft
10,Pavilion at Dunes Park
10,Pavilion at Idaho Springs Ballfield
10,Pavilion furniture tablesbechesbarbecue grills North Range Village park
10,Pavilion in Sports Park
10,Pavilion structure and pad North Range Village park
10,Pavilion Signage Lights Playground Horseshoe Pits Park Furnishings
10,Pavillion
10,Pavillion Restroom
10,Pavillion Elmgreen
10,Pavillion By Playground
10,Pavillion with Security Cameras
23,PavingSidewalks
10,PAW Park
10,Peak Community Wellness Center
10,Peakview Park Pickleball Court New
10,Peakview Park Tennis Courts renovated
10,Peakview Park BackstopGoalsHoop
10,Peakview Park Baseball Backstop Infield Benches and Curbing
10,Peakview Park Landscape Park Amenities Benches Picnic Tables Signage Trash Cans Portolet Enclosure
10,Peakview Park Picnic Shelter
10,Peakview Park Play Structures Curbing Ramps Drainage Renovation
10,Peakview Park Signage
10,Peakview Park Irrigation System
23,Ped Bridge
23,Pedestrian Box Culvert
23,Pedestrian Bridge
10,Pedestrian Bridge East Park
10,Pedestrian Bridge West Park
23,Pedestrian Bridge Oxford Court
23,Pedestrian Bridge incl Elevator Landing
23,Pedestrian Bridge Lighting Tenney Court North
23,Pedestrian Entry
23,Pedestrian Light Poles
39,Pedestrian UnderpassRetaining WallIron Fence
31,Pelcian Lake Pumps
23,Pencil Lights
10,Penrose Library Branch
31,Peoria Lift Station Lift Station
23,Perennial Beds SF
23,Perennials
23,Perennials at each
23,Perennials shrub SF
23,Perennials Shrub Planning sf
23,Pergola x
39,Perimeter brick wall and wood fence
39,Perimeter Fence
39,Perimeter fence Altura St ft
39,Perimeter Fence E th Ave ft
39,Perimeter fence E nd Ave ft
23,Perimeter Fencing
23,Perimeter fencing ft North Range Village Subdivision
23,Perimeter Fencing Foxton Subdivision
23,Perimeter Fencing Privacy Wood
23,Perimeter Fencing Shadowbox
23,Perimeter Fencing Split Rail
23,Perimeter FencingWall ft
23,Perimeter Wall
10,Perl Mack Branch Library including Site Improvements Fencing Paving Dumpster Enclosure Bollards Picnic Tables Lighting Flagpole
32,Permanent Underground Irrigation taps controllers
23,Pet Stations
23,Pet Waste Station
32,PFC Treatment Plant
32,PH Lift Station Sewer incl Backup Generator Elec Panels hp pumps wetwell vault and controls
31,PH Pump Vault Water
31,PH Water Tank Gallon capacity bolted steel tank
31,Phase Water Tank Above Ground
31,Phase Wells Pumphouse wells
23,Phipps Mansion Driveway
23,Phipps Mansion Electric Gate
23,Phipps Mansion Special Events Center
6,Phipps Mansion OutbuildingsStorage Building
15,Phosphorus Treatment Facility
1,Physician Residence
1,Physician Residence including Site Improvements Paving
10,Pickle Ball Court
10,Pickleball Court SD
10,Pickleball Courts
10,Picnic Shelter
10,Picnic Shelter Building
10,Picnic Area Farson Moran
10,Picnic Pavilion
10,Picnic Pavillion
10,Picnic Pavilon
10,Picnic Shelter Schaefer Athletic Complex
10,Picnic Shelter Liberty Park
10,Picnic Sheltertablesbenchesbike rack
10,Picnic Shelter Picnic Tables and Grills
10,Picnic Shelter Tables Etc
10,Picnic ShelterEagle Wing
10,Picnic Table
10,Picnic Table x
23,Piedra Estates Booster Station
31,Pierce Sprinklers with Well Pumps and Motors
31,Pierson Street Pump Station
31,Pilot Lode Water Tank
31,Pine Cone Pump Station
10,Piney Creek Hollow Park Pavilion incl Site Improvements Athletic Equipment Playground Equipment Signage and Paving
23,Pioneer Augmentation Station Head Gate
10,Pioneer Park Bench
6,Pipe Storage Building
23,Pipeline ft
32,Piping Heads for Irrigation System
11,Piping stored in Sports Complex parking lot
23,Pirates Plunge slides and tower
23,Pitkin Pass Television Translator
23,Pivot Sprinkler System
10,Pixie Park Improvements
30,Plant Main Building and Old Filter mgd rated capacity includes laboratory filters hp hp and hp pumps controls SI fencing standby generator
39,Plant Filter Building includes filters and controls
8,Plant Office
31,Plant Pump Station Includes hp and hp pumps VF drives gallon wetwell and controls
6,Plant Storage Building
8,PlantLabOffice
39,Planter bowls wartificial plants
39,Plants
10,Play Area including Improvements and Landscaping
10,Play Equipment
10,Play Equipment Pocket Park
10,Play equipment and shade structures
10,Play EquipmentBenchesTrash Receptacles
10,Play Ground Structure Tract F
10,Play Station Equipment DynamoApolo with Floor
10,Play Station Equipment Eldorado Blimbing Climbing Boulder
10,Play Station Equipment Euroflex BallsHalf Balls
10,Play Structure gazebos slide set
10,Play Structure Dave Hyder Park
10,Play Structure East Park
10,Play Structure tot lot
10,Play Structure Gazebo with Slides
10,Play Structure Surfacing
10,Play Structure in NAC
10,Play Structure in Park
10,Play StructureLrg GazeboSlidesSwings
10,Play Structures at Lake Lake Park
10,Play Structures at Maplewood Park
10,Play Structures at Prentice Valdai Park
10,Play Structures at Tibet Park
10,Play Structures at Yakima Park
10,Play Structures Stanley Park
10,Play System
10,Play System connected
10,Playgound Equipment misc equipment Curbing
10,Playground Commons Park
10,Playground Discovery Park
10,Playground Tract D Trash Receptacles Bike Rack
10,Playground Picnic Tables Trash Receptacle Various Playground Equipment and Shelter
10,Playground Bench Safety Sign Various Playground Equipment
10,Playground Garnett
10,Playground Farson Riverbluff
10,Playground Site Furnishings
10,Playground Surfacing
10,Playground Belleview Acres Park
10,Playground Blue Heron Park
10,Playground Chaucer Park
10,Playground Chief Colorow Park
10,Playground Christensen Meadows Park
10,Playground Columbine Hills
10,Playground Columbine Hills Park
10,Playground Columbine Sports Park
10,Playground Coronado Park
10,Playground Dakota Station Park
10,Playground Dewey Haberman Park
10,Playground Eagle Meadows Park
10,Playground Estates Park
10,Playground Governor Grant Park
10,Playground Jim Hoida Park
10,Playground Lakehurst
10,Playground Lakehurst Park
10,Playground Lilley Gulch Rec Center
10,Playground Lilley Pad Park
10,Playground Mossbrucker Park
10,Playground Powderhorn Park
10,Playground Schaefer Athletic Complex
10,Playground Sunrise Creek Park
10,Playground Tract M Park
10,Playground Trappers Glen Park
10,Playground Valley View Park
10,Playground Victory Park
10,Playground Wayside Meadows Park
10,Playground West Laurel Park
10,Playground Westbury Park
10,Playground Westfield Park
10,Playground Williamsburg Park
10,Playground Willow Creek Park
10,Playground Woodmar Square Park
10,Playground Wingate South Park
10,Playground Tract E Shelter Bike rack Trash Receptacles Benches
10,Playground A Reunion Park
10,Playground and Benches
10,Playground and Equipment
10,Playground and Exercise Equipment
10,Playground Apparatus Picnic tables trash cans
10,Playground Area Equipment
10,Playground at Poolhouse
10,Playground BUtility Park
10,Playground CHeartland Park
10,Playground Equip at lots
10,Playground Equip Energi Exercise Stations
10,Playground equipcurbingplay surface
10,Playground Equipment
10,Playground equipment East Park
10,Playground Equipment Estes Park CG at East Portal
10,Playground Equipment Estes Park CG at Marys Lake
10,Playground equipment West Park
10,Playground Equipment Structures
10,Playground Equipment Lots
25,Playground Equipment Alice School House
10,Playground Equipment Greens Park amenities
10,Playground Equipment and Benches
10,Playground equipment and structures
10,Playground Equipment at locations
10,Playground Equipment at Paintbrush Park
10,Playground Equipment at Parkwood Park
10,Playground Equipment at Pinyon Park
10,Playground Equipment at Sanderson Park
10,Playground Equipment Including Improvements
10,Playground Equipment Benches Retaining Wall
10,Playground Equipment Gazebo Seating
10,Playground Equipment Seating
10,Playground Equipment Seating Rock Wall Drinking Fountain
10,Playground EquipmentHarrison
10,Playground EquipmentPRP
10,Playground EquipmentRouse Park
10,Playground near Basketball Court
10,Playground Park w Basketball Picnic
10,Playground Structure
10,Playground Structure Elm Green Park
10,Playground Structure Park
10,Playground Structure Swingset
10,Playground Structure Large Robert F Clement Park
10,Playground Structure SmallTot Robert F Clement Park
10,Playground wSwingset
10,Playground Fence Signage Basketball Court Park Furnishings Picnic Structure Security Cameras
10,PlaygroundSprayground
10,PlaygroundTennis Court The Ridge at West Meadows Park
10,PlaygroundBoxelder Park
10,PlaygroundHarmony Park
10,Playgrounds Easton Regional Park
10,Playgrounds or Park Amenities
10,Plaza Brick Pavers Wall Fire Pit Stairway
10,Plaza area minilini each
23,Plaza area SSLsteplight
23,Plaza area walls step light
10,Plaza Benches
10,Plaza Benches and Decking
10,Plaza Bike Loops
10,Plaza Elevator
10,Plaza Fire Feature
23,Plaza Lights
23,Plaza Mail Box Fed X Paper Coral
10,Plaza Outdoor Furniture
10,Plaza PlantersBenches
30,Plaza Site LightingElectrical
10,Plaza Snowmelt
23,Plaza Starry Night Lights
39,Plaza Trash Cans
20,Plaza Trees
10,Plaza Water Feature including mechanics pumps lighting etc
10,Plaza Water Fountain
23,Pleasant Valley Ditch Diversion Augmentation Station
23,Pleasant Valley Meter Vault
23,Pleasant Valley Pipeline Screen
31,Pleasant View Pump Plant
10,Plum Valley Playground
10,Plum Valley Restrooms
23,Plum Valley Shelter
10,Pocket Park
10,Pocket Park Benches
10,Pocket Park Pergola
10,Pocket Park Picnic Tables
10,Pocket Park Trash Cans
20,Pocket Park Trees
10,Pocket Park Equip Trash Receptacles
10,Pocket Park Including Playground Benches Shelter Basketball Court
10,Pocket Park including Playground Picnic Benches and Basketball Court
10,Pocket Parks BBQ Grill
10,Pocket Parks Concrete Paving Concrete BandEdger
10,Pocket Parks Concrete Retaining Wall Linear Feet Handrail Linear Feet Stairs Throughout park concrete lawn
10,Pocket Parks Concrete Sand Play Ring
20,Pocket Parks Concrete Tree Planter Ring Trees Ornamental Decidious Evergreen Shrubs GAL PerennialVines Landscape Materials Stepping Stones Community Garden Beds
10,Pocket Parks Irrigation System
30,Pocket Parks Lights Light Poles Electrical Conduit Outlets
10,Pocket Parks Park Signage
10,Pocket Parks Pavilion
10,Pocket Parks Shade Sail
10,Pocket Parks Site Furniture per schedule on file
23,Pole Barn
23,Pole Barn TP
6,Pole Barn Storage
6,Pole BarnStorage
31,Pole Creek Pumphouse Meadow
10,Pole Creek Golf Club House incl Site Improvements benches paving
32,Pole Creek Irrigation System Meadow
32,Pole Creek Irrigation System Ridge
24,Pole Creek Pumphouse Fire System
23,Polyliner
31,Pond ft Vertical Check Dams LF
31,Pond RCP Pipe LF
31,Pond Box Base Manhole
31,Pond Concrete and Steel Outlet Structure
31,Pond Concrete Aprons
31,Pond Concrete Forebay SF
31,Pond Concrete Spillway Cutoff Wall LF
31,Pond HeadwallWingwall
31,Pond Safety Rail LF
31,Pond Trickle Channel LF
31,Pond Type M Soil Rip Rap SF
10,Pond Pump Station at Golf Course
31,Pond ft Wide Trickle Channel LF
31,Pond Concrete Forebay
36,Pond Concrete Overflow Wall LF
31,Pond Aeration System
31,Pond Liner
31,Pond Liner RipRap Rock and Aerators
31,Pond Liners w Aeration Equipment
31,Pond Pumping System
31,Pond with Docks
10,Pool
10,Pool Kids
10,Pool Main
10,Pool Structures
10,Pool Lap X
10,Pool Diving X
10,Pool Splash X
10,Pool Equipment
10,Pool and Baby Pool
10,Pool Area Fencing
10,Pool Area Lighting
10,Pool Area Shelter
10,Pool Bathrooms
10,Pool Building
10,Pool Building Chemical Storage incl pool filters hp pump boiler valves piping
10,Pool Building Outdoor Pool
10,Pool Building Outdoor Pools
10,Pool Building including Mechanical System
10,Pool Building w Pool Equipment Valves Controllers Pumps Filters and Heater
10,Pool Cabana Building
10,Pool Complex Clubhouse Gazebo Storage Volley Ball Sign Landscaping Trash Enclosure Pool Pump Room Pavilion Changing Rooms Rest Rooms
10,Pool Concession Stand wcanopy cover
10,Pool Covers at Storage Facility
10,Pool Deck Pan Concrete
10,Pool Equipment Building
10,Pool Equipment Building Pump House
10,Pool EquipmentBldg EquipmentMisc Personal Property
10,Pool Facility
10,Pool Facility Equipment
10,Pool Facility Fencing
32,Pool Facility including PoolSpa Building Playground Equipment Paving Curbs Gutters WaterStormSewer System Fencing
10,Pool Facility wOutdoor Pool including ADA Lift Pool Furniture
10,Pool Fence
10,Pool Fence Gate
10,Pool FenceGate
10,Pool Fixtures Furniture
10,Pool Furnishing including pool cover and trash enclosure
10,Pool Furnishings including Pool Cover
10,Pool Furniture
10,Pool Furniture Chairs Lounge Chairs Tables
10,Pool Heating Equipment
10,Pool House
10,Pool House Swimming Pool
10,Pool House incl Site Improvements Paving and Playground Equipment
10,Pool House w Improvements
10,Pool Landscaping
10,Pool Lighting
10,Pool Mechanical
10,Pool Mechanical Building Outdoor Pools
10,Pool Pavilion
10,Pool Pavilions
10,Pool Perimeter Fence
10,Pool Perimeter Fencing
10,Pool Shed
10,Pool Shelters East of Pool Units
10,Pool Trellis
10,Pool Grill Bathroom Shower House
10,PoolDeckPump House
10,PoolSpa
10,Poolhouse Columbine Park and Pool
10,Pools
23,Porta Potty
23,Portable Electronic Data Processing Equipment
23,Portable Emergency Equipemnt
9,Portable Emergency Medical Equipment
9,Portable EmergencyMedical Equipment
23,Portable Equipment
23,Porte Cochere
8,Post Office
23,Postal Machine IXAF Mailing System Manual
31,Potable Alluvial Well
31,Potable Water Delivery System
31,Potable Water System Facility per schedule on file
23,Potato Patch BPS
31,Potato Patch Tank RTU
31,Potato Patch Tank MG Underground
23,Poudre River Diversion Structure Gates
23,Powder Activated Carbon Building incl hp pump feed system auger and controls
23,Powderhorn Television Translator
23,Power and Light Poles throughout district
31,Power Service to all wells
23,Powerhouse Equipment
23,Powers Dairy chlorinator
10,Powers Park
23,Prairie Center Sign
10,Prairie Dog Wire Fence
10,Prairie Vista Park Metal Signs
10,Prairie Vista Park Playground and irrigated native and community garden benches signage
10,Prairie Vista Park Shade Structure
31,Pre Treatment Building
23,Press box building
23,Pressure Control VaultControls w SCADA Annular seals
23,Pressure Reducing Station
23,Pressure Reducing Valve Flatiron Bypass
23,Pressure Reducing Valves
23,Pressure Relief Valve
23,Pressure Value
32,Pretreatment Bldg
32,Pretreatment Building
32,Pretreatment Building Pumps
32,PreTreatment Building Hycor
32,PreTreatment Plant
32,PreTreatment Plant Equipment
31,Price Pumphouse Bldg Equipment including Generator
6,Price Storage Tank Gallon
10,Prickly Plume Park
23,Primary Farm Sign
31,Primary Pump House
31,Primary Pump Station incl hp pumps piping controls SI fencing
32,Primary Treatment Facility incl mechanical bar screen hp pump controls concrete channel
39,Privacy Fence LF
23,Privacy Fencing LF
23,Privacy Perimeter Fencing linear ft
31,Private Dwelling
23,Private Street LF
6,ProSnack ShopCart Storage Equipment incl Site Improvements Railings Paving
32,Process Building WWTP Wedge
23,Production TP
23,Production Booster including Improvements
23,Program Building Town of Fraser
10,Progress Park
10,Progress Park Playground
10,Progress Park Bridge
31,Progress ParkPumphouseShelter
10,Projector Enclosure Computer Enclosure Computer Pole Seckner Mural
23,Promenade Elevator
10,Promise Park Playground
10,Promontory Pointe Entry Monument including Lights Median Shrubs
10,Pronghorn Meadows Playground Equipment
10,Pronghorn Park Playground
10,Pronghorn Park Restrooms
10,Pronghorn Park Shelter
10,Pronghorn Park Synthetic Turf
23,Property in Open Pum
31,Property In Open Pump
31,Property in Open Pump A
31,Property in Open Pump
10,Prospect Arena Playground
23,Prospect Arena Shelter
31,Prospect Water Pump Station
10,Province Center Park
6,PRP Shop Building
23,PRV
31,PRV water system vaults
23,PRV Booster Building
23,PRV Control Vault
23,PRV Vault
23,PRV Building CBMR Creek Source Building
23,Prviacy Fencing
23,PRX Prax gallon receptacle with District logo
23,PSCity Cross Connection
10,PSM Castle Rock Library Admin Offices
31,Ptarmigan Lift Station
23,Public Access AED
23,Public Access Building Underground
10,Public Art
10,Public Art GeyserDropletCenter Ice
10,Public Art Picnic
10,Public Art GHM Filing tract C
10,Public artFountainsVertical Art Stones
10,Public ArtPrairie Reef
10,Public Artwork
25,Public High School Gymnasium
10,Public Library
11,Public Parking Garage with elevator
10,Puddle Jumper Pool bathhouse fixtures playground
10,Puma Park
10,Puma Park shelter
10,Puma Park Bridge
31,Pump
31,Pump NonPotable Water
31,Pump Disinfection Building
31,Pump and Controllers
31,Pump at Augusta Pit Equipment
31,Pump Booster Station
31,Pump Boster Station
31,Pump Building
31,Pump Control Systems
31,Pump House
31,Pump House Pedestrian Bridge
31,Pump House Underground Concrete Vault
31,Pump House Motel Gallon Tank
31,Pump House Motel Pump House Equipment
8,Pump House behind office
31,Pump House Irrigation Equipment
31,Pump House Pumps
31,Pump House Shop
31,Pump House auxillary Road Pump
31,Pump House not in serviceStorage incl hp pumps controls
31,Pump House Well
31,Pump House Hole
31,Pump House Robert F Clement Park
31,Pump House and Pumps
31,Pump House and Well
31,Pump House at Stanley Park
31,Pump House Building
31,Pump House Dist
31,Pump House incl Site Improvements fencing lighting bollard
31,Pump House Zone
31,Pump House Motors Waterlines Control
31,Pump HousePump
31,Pump HousePumps
31,Pump HouseWell
31,Pump Houses RWR
31,Pump Plant
31,Pump Plant Willow Creek
31,Pump Plant Windy Gap
31,Pump Plant EquipmentFarr
31,Pump Room Deer Creek Pool
31,Pump Room Building
31,Pump ShedPump
31,Pump Station pump and pump house
15,Pump Station Quebec St Chlorine Scrubber incl chemical room feed pumps gallon caustic soda tank controls
31,Pump Station RPS including Improvements
31,Pump Station Vault D and DD incl wells vault and hp pumps controls and piping SI bollards
31,Pump Station Vinelands Pump
31,Pump Station Well D incl well vault hp pump and controls
31,Pump Station Well DA incl well hp pump and controls
31,Pump Station Tank
31,Pump Station Control Panel incl VF drives and controls
31,Pump Station incl hp pumps feet deep wetwell flowmeters controls and piping
31,Pump Station acres incl hp pumps feet deep wetwell controls and piping NOC incl fencing
31,Pump Station incl Pumps SCADA Equipment
31,Pump Station Generator
31,Pump Station A includes hp pump gallon concrete tank piping and controls
15,Pump Station B includes chlorine tanks hp pumps controls and piping
31,Pump Station C includes vault hp pumps controls and piping
31,Pump Station D includes hp pump controls and piping
31,Pump Station Reclaim Building
31,Pump Station Camenisch Park
31,Pump Station LFH Incl hp and hp pumps flowmeter controls valves piping
32,Pump Station Reverse Osmosis Treatment Plant incl hp and hp pumps controls flowmeters valves piping
31,Pump Station and Vault
31,Pump Station Bradley Booster
31,Pump Station Building Attached Equipment
31,Pump Station D incl hp pump well and controls
31,Pump Station D incl hp pump well piping and controls SI fencing and paving
31,Pump Station DD incl feet deep well hp pump and controls
31,Pump Station DD incl well hp pump and controls
31,Pump Station for Secrest Tank includes hp and hp pumps VF drives and controls
31,Pump Station Reserve at Pagosa Park
31,Pump Station Zone incl hp pumps controls piping
31,Pump station pumps fence alarm
31,Pump StationChlorination NTS
31,PumpGalleryKiosk
31,Pumpback Station
31,Pumphouse
31,Pumphouse Lower
31,Pumphouse Upper
31,Pumphouse Pumps
31,Pumphouse S Academy with Outdoor Generator
31,Pumphouse Ridge
31,Pumphouse at Blue
31,Pumphouse at Maintenance Facility
31,Pumphouse Bldg Equipment
31,Pumphouse building
31,Pumphouse No
31,PumphouseSkid at CCVP
31,Pumping Plant
31,Pumping Station
31,Pumping StationValve Pit
31,Pumping Sysskidpumphouse generator
31,Pumping System
31,Pumps
31,Pumps Aeration Systems at Ponds
31,Pumps Appurtenances
31,Pumps Control Equipment
36,Pumps for Detention Ponds Underdrains
31,Putt Hill Water Storage Tank Gal
23,PVC Fencing
23,PVR RTU CR
31,Quarry Hill Lift Station
31,Quebec St Pump Station Site Water Tank M gallon capacity
31,Quebec St Site Pump Station Building incl hp pumps controls
23,Quonset Hut Garage x
6,Quonset Hut Shed x
6,Quonset Shed Miller Hereford Ranch
31,R Wellhead
31,R Wellhouse Bldg
31,RR Wellhouse Bldg
32,R Treatment Facility
31,R Well Clay Valve Vault
30,R Well Electrical Vault
31,Race Well
23,Racquetball Fitness Center incl raquetball courts fitness area locker rooms SI incl fencing lighting decking paving
23,Radial Gates Shadow Mountain
8,Radio Repeater Building
8,Radio Tower
8,Radio Tower Building
8,Radio Tower TP
30,Rae Minerals Pivot Generator
10,Railing at Park
23,Railing Lighting and Stone Veneer
23,Rain and Moisture Sensors
23,Rain Bird
20,Rain Bird EspMC Wall Mount Controller
32,Rain Bird Irrigation Pump PSN
10,Raindance Golf Course Maintenance Building
23,Raindance Maintenance Facility
10,Raindance National Golf Course incl Bridges
31,Raindance Pumphouse including Pumps Filters Controls
10,Raindance River Resort Park Restroom
10,Raindance River Resort Pool Mechanical Restroom Building
10,Raindance River Resort Pool Mechanical Building
10,Raindance River Resort Swimming Pool including Lazy River Lap Pool
10,Raindance River Resort ClubhouseRecreation BuildingDressing Shower Facility Underground Pipes including Site Improvements Signage Lighting Fencing Paving
31,Rampart Pump Station
8,Ranch House Includes Offices Tower Wheelchair Lift Event Space Daycare Pool Pump Room
10,Ranch House Park Playground
10,Ranch House Park Tennis Courts Lighting Paving Fencing
10,Ranch House Pool CheckIn Building
10,Ranch House Pool Diving Board Decking Lighting
31,Ranch Water Tank
31,Ranch Water Treatment Plant
31,RAS Pump Station Clarifiers
23,RAS WAS Building bldg
23,RASWAS
32,RasWas Clarifiers
23,RASWAS Building
30,Raspberry Transmission Site EDP includes television radio transmitter equipment and tower SI includes fencing and standby generator
23,Rattlesnake DTR Site
8,Rattlesnake Fire ECCA Office Radios IT Equipment
23,Ravenna Mid zone PRV
23,Ravenna North PRV
23,Ravenna East PRV
23,Ravenna Emergency Interconnect PRV
31,Ravenna Water Tank gallons
31,Raw Water Pump House
31,Raw Water Pump Station
31,RC pumphouse restrooms boilerchemical
31,Reata North Well Facility
6,Rec Cnt Storage Shed
31,Reclaim Tanks
10,Recreation
10,Recreation Bldg including pool
10,Recreation Building
10,Recreation Building w Improvements
10,Recreation Center
10,Recreation Center and Pool
10,Recreation Center incl Site Improvements flagpole lighting benches playground equipment paving
10,Recreation Center including Improvements
10,Recreation Center including indoor poolnew volleyball court and camerasconduits
10,Recreation Center including Outdoor Pool Furniture
10,Recreation Center w pools
10,Recreation Center SI basketball court and fencing
31,Recreation District Well incl feet deep well pump controls
10,Recreation Facility
10,Recreation Facility including Site Improvements Fencing Playground Equipment Dumpster Enclosure Lighting Rubberized Playground Turf
10,Recreational Facility PoolGymLockers
10,Recycle Chase Park
31,Recycle Pond
31,Recycle Pond Liner
31,Recycle Pump
31,Recycle PumpFlump Dredge
32,Recycle Station
23,Red Barn
10,Red Draw Roto Phase Water Feature
25,Red Sandstone School
23,Red Stone Edging
23,Red Top Bridge
23,Red Zone Booster Station
23,RediRock Concrete Ampitheater
31,Redlands Pump Station SCADA
31,Redlands Pump Station excludes building Equipment only hp and hp pumps kw interior standby generator and controls
10,Redstone Elementary Restroom
10,Redstone Park Batting Range
6,Redstone Park East Storage Bldg
6,Redstone Park Fleet Shop
10,Redstone Park Operations Building Renovation
10,Redstone Park Playground
6,Redstone Park Rec Storage Bldg
10,Redstone Park Scoreboards
10,Redstone Park Tennis Pro Shop
6,Redstone Park West Storage Bldg
6,Redstone Park Concession Building
10,Redstone Park Operation Building
10,Redstone Park Restrooms
10,Redstone Park Shelters
10,Redstone Park Skate Park
10,RedTail Park Playground
10,RedTail Park Restrooms
10,RedTail Park Retaining Wall
10,RedTail Park Shelter
31,Refurbishment of Gallon Water Tank
23,Regency Transit Bus Point
23,Regency Vault
31,Regency Well Well House Telemetry
31,Regional Pump and Wells
23,Regional Sampling Station
31,Regional Water Reclamation Facilityincluding Equipment and Generator
23,Regulators Signage
10,Remote Control Road Gate and Two Rock Monuments
31,Rental Dwelling
3,Rental House
6,Rental Storage Building Contents only
8,Rented Office Space for Contents
23,Repeater Building and TowerAntenna
10,Reserve at Pagosa Park Gallon Water Tank
31,Reserve Tank gal
36,Reservoir
31,Reservoir Hill Water Storage Tank Gal
36,Reservoir Liner
36,Reservoir Liners
36,Reservoir Terminal Facility
36,Reservoir Tower Bridge gates hydraulics wiring Front Gate
36,ReservoirUG Concrete TankMillGal
1,Residence
23,Residental House
31,Residential Dwelling
10,Restroom EP Golf Course Hole
10,Restroom Green
10,Restroom South Lawn Community Park
10,Restroom Elmgreen
10,Restroom Building
31,Restroom Building and Pump Station includes locker rooms filters pumps piping and controls
31,Restroom Building and Pump Station includes locker rooms filter pumps piping and controls
10,Restroom Facilities at Sanderson Park
10,Restroom Facility
11,Restroom FacilityWichita Parking Lot
10,Restroom Rainshelter each
10,RestroomCommunity Room Structure
10,RestroomConcession
10,RestroomConcessionPavillion
10,RestroomRainshelter
10,RestroomShooting Gallery Building
10,Restroomstorage bldg
10,RestroomFishermans
10,Restrooms
10,Restrooms Robert F Clement Park
10,Restrooms at Town Park
10,Restrooms by Playground
10,Restrooms with Warning System
10,Restrooms with Warning System on course hole
10,RestroomsStorage Lovell Park Lower
10,RestroomsStorage Lovell Park upper
23,Retaining Wall
23,Retaining Wall long x high
23,Retaining Wall No
10,Retaining Wall SW corner Lot A Highfield Business park
39,Retaining Wall Trash Carport
23,Retaining Wall Vacinity Lights
31,Retaining Wall Detention Pond No
36,Retaining Wall for Storm Drainage Improv
36,Retaining Wallexpansion of sidewalktrails lightinglandscaping drainage
23,Retaining Walls
23,Retaining Walls Lineal Feet
23,Retaining Walls sections
23,Retaining WallTract A Dublin North Filing
23,Retaining WallTract B Dublin North Filing
31,Retention Basin includes hp and hp pumps basin and controls
31,Retention Pond
10,Retreat Park Playground Equipment
23,Retrofitting Basins SBR incl aeration basin controls and valves SI fencing
6,Reunion Recreation Center Concession Building
